content,label,at                       
Makasih bpjs karena telah mempbantu banget buat kelahiran anak saya pas itušŸ™¸šŸ™¸šŸ™¸,1,43961.30347
Ok,1,43961.30347
Bagus,1,43961.30347
Dapat mtidakses dengan baik,1,43961.30625
good service šŸ‘Œ,1,43961.30694
Kenyot,1,43961.30694
Selalu di updet ah,1,43961.30903
Sangat membantu,1,43961.30903
Sangat berarti,1,43961.30972
Sangat membantu,1,43961.30972
Diperbaharui bukannya bisa dibuka malahan eror. Coba beberapa saat lagi. Aneh.,-1,43961.31042
šŸ‘¨šŸ‘¨šŸ‘¨šŸ‘¨,1,43961.31319
Aplikasi nya bagus dan bermanfaat sekali,1,43961.31458
Harap selalu mengirim info perubahan,1,43961.31875
cepat,1,43961.31944
Sangat membantu.. ini dl  sekarang payah tiap kali mau masuk sll minta update payah.. Payah..,-1,43961.32361
Oke,1,43961.325
Sangat membantu,1,43961.32639
Benerin dong aplikasinya  masuk aja tidak bisa2,-1,43961.33056
Keren,1,43961.33194
Update teroooos sampe bosen.,-1,43961.33472
Sangat membantu,1,43961.33542
Sangat membantu sekali dalam mengecek pembayaran,1,43961.33681
Sangat membantu,1,43961.3375
Apalikasi yang bagus dan sangat membantu,1,43961.33958
Good,1,43961.34097
kenapa tidak bisa di buka,-1,43961.34097
Baik,1,43961.34236
Sangat membantu,1,43961.34236
Good aplication,1,43961.34236
alahmdulillah bisa mendaftar disini walaua salah satu anggota keluarga nya ada yang terdafrar di pbi,1,43961.34306
Bagus,1,43961.34514
Tiap buka kok update muluuukkk,-1,43961.34514
susah log ! Saya mah bingung ini aplikasi tiap dibuka selalu harus update  ,-1,43961.34653
Oengurusan via pandawa dan mobile jkn lbh mudah,1,43961.34653
Fantastic..,1,43961.34792
Minta di update giliran di update muter2 mulu,-1,43961.35069
Bagus,1,43961.35069
Ok Siip,1,43961.35069
Is the best,1,43961.35139
Hasil baik,1,43961.35208
Sangat membantu,1,43961.35208
Ok,1,43961.35486
Ok jos,1,43961.35556
good,1,43961.35764
Aku suka sangat membantu,1,43961.35833
Cog,-1,43961.35833
Ok. Kenapa ada updatetan terus ya... tapi pas di klik tidak ada updatetan,1,43961.35972
Bisa di handalkan. terima kasih aplikasi Mobile JKN,1,43961.36528
Layanan memuaskan,1,43961.36806
Bagus,1,43961.36944
Mantap,1,43961.36944
Lumayan cukup k bantu ada aplikasi ini,1,43961.36944
Nice,1,43961.37014
bagus lancar bayar jadi mudah,1,43961.37083
Bagus bgt,1,43961.37222
Sangat membantu,1,43961.37222
terimakasi BPJS,1,43961.37431
Update mulu  tidak jelas bgt sih!!!,-1,43961.37639
Good job..,1,43961.37986
Semoga nambah membantu,1,43961.38125
Update terus heran nih jkn,1,43961.38194
baru coba,1,43961.38264
Mantap,1,43961.38403
Sangat membantu,1,43961.38403
Minta update mulu  giliran di update lola eror terus,-1,43961.38542
Sangat membantu bila sewaktu-waktu diperlukan. Informasi kesehatan yang sangat penting.,1,43961.3875
"sebenar nya aplikasi ini sudah siap di gunakan apa belum sih...masa iya setiap buka aplikasi tidak bisa buat apa?²...mau klik kartu aja muncul nya malah ""maaf transaksi belum dapat di proses...coba beberapa saat lagi"" sudah di ulangi beberapa sat mssih muncul kata?² yang sama...tolong di perbaiki lgi aplikasi nya...masa iya dikit2 eror..šŸ¤¦šŸ¤¦šŸ¤¦",-1,43961.39097
Mantap,1,43961.39375
šŸ‘¨,1,43961.39375
Sangat baik,1,43961.39375
mantap,1,43961.39444
Bos bisa ditingkat kan aplikasi nya tidakk ?? Setiap kali keluar tranksasi gagal .. Ini aplikasi bermutu atau tidakk !!! Kami yng membayar kalian jadi jugaan memperibet atau membuat kami muak dong !!!!!!!!!,-1,43961.39722
Update terusssss   tidak capeee kah Qt di suruh update   kalau tidak ada pakait buat update kaya apa   setiap kali mw buka di suruh update hadehhhhhhh  apa kah itu meringankan masyarakat ???,-1,43961.39861
Padahal sudah bayar  tapi di aplikasi ini terlihat belum bayar.,-1,43961.39861
Aplikasinya sangat membantu.,1,43961.39931
Olkl,1,43961.40208
Untuk lagin aja tidak bisa,-1,43961.40278
sangat baik dan cepat,1,43961.40278
aplikasinya payah ganti IT nya masa cek stts aj tidak bisa2..payah bngtttt,-1,43961.40486
Bagus,1,43961.41042
Masuk susah aplikasi kurang lengkap.. Keluhan tidak ditanggapi cuma dilihat doang.. Apagunanya buat aplikasi ini???,-1,43961.41111
Bagus,1,43961.41319
Good,1,43961.41389
šŸ‘¨šŸ‘¨,1,43961.41458
Baidawi udah meninggal dunia kok masih diaktipin,1,43961.41875
Oke,1,43961.41944
Baik sekali,1,43961.41944
Bagus membantu bgt,1,43961.42083
Baik,1,43961.42083
Lebih instan dengan aplikasi,1,43961.42083
Verifikasi nomor handphone susah bgt  di coba berkali kali ttp tidak bisa.. Padahal jaringan bagus  pulsa pun cukup.. Tapi ttp aja tidak bisa,-1,43961.42153
Ok,1,43961.42222
Sangat membantu aktifitas peserta dlm bsrurusan dgm BPJS KESEHATAN,1,43961.42361
Bagus,1,43961.42361
Sangat membantu,1,43961.42361
mau login tidak terdaftar di sistem  daftar lagi nomor hp dan email sudah dipakai... maunya gimana atuh ngalieurkeun,-1,43961.425
Bagus,1,43961.42569
Cepat dan lancar,1,43961.43056
Oke,1,43961.4375
Mudah dan aman,1,43961.43889
Mantap,1,43961.44028
Baik,1,43961.44236
Sangat bagus,1,43961.44375
Mantap,1,43961.44444
Bagus dan terpercaya,1,43961.44444
Mempermudah kami,1,43961.44444
Bagus buat masa depan,1,43961.44722
Sangat berguna waktu pengecekan...,1,43961.44861
Updated mulu  Nyet!!,-1,43961.44931
Sangat Bermanfaat Bagi Pengguna BPJS Kesehatan,1,43961.44931
Sangat membantu,1,43961.44931
Parah sih ini  tidak bisa log-in  tidak ngerti lagi yang katanya mempermudah  banyak bug nya eror mulu.,-1,43961.45139
Ok,1,43961.45347
inilah aplikasi sampah tiap buka updet..aplikasi negara ko sampah gini ya. tidak di ikuti melanggar uu,-1,43961.45347
aplikasinya membantu pengecekan..,1,43961.45347
Mu rubah faskes tidak bisa2 percuma download...gak bisa di pakai malah suruh install ulang terus suruh perbaharui Mulu   mendingan oke cara yang lama manual cara pindah faskes nya,-1,43961.45347
Sangat membantu selama covid,1,43961.45417
diperbarui malah tidak bisa cek pembayaran. gimana nih aplikasi makin ancur aja,-1,43961.45625
Mantul,1,43961.45764
Memuaskan berhubung pelayanannya semakin membaik...,1,43961.45764
Membantu,1,43961.45903
Mudah penggunaannya,1,43961.4625
JANGAN PERNAH DOWNLOAD APLIKASI INI  UNFAEDAH !!!!!!!!!!!!!!!!!!!,-1,43961.46319
Oke,1,43961.46319
Lbh mudah,1,43961.46389
Ok,1,43961.46389
tiap daftar tanggal lahir selalu di bilang salah..,-1,43961.46667
Saya kasih bintang 1 karena udah saya download aplikasi'y pas mw daftar keterangannya nik sudah terdaftar.mohon informasi'y,-1,43961.46736
Bagus,1,43961.46806
Memudahkan kami,1,43961.47083
Lebih efisien,1,43961.47153
Kenapa setiap buka aplikasi selalu update...males..di uninstal aja,-1,43961.47222
Matap membatu sy,1,43961.47292
Sangat membantu sekali,1,43961.47361
Lebih mudah dan cepet  tapi kenapa ko tidak bisa auto debit ya min.,1,43961.47569
sangat membantušŸ‘¨šŸ‘¨šŸ˜‰,1,43961.47569
Saya puas,1,43961.47639
Selalu minta pembaruan terus,-1,43961.47708
Good,1,43961.47986
sngat membantu,1,43961.48056
good,1,43961.48056
Mantap,1,43961.4875
Lebih mudah dari pada harus cetak kartu,1,43961.49236
Sering kesel   di suruh uptudate mulu,-1,43961.49306
Ok,1,43961.49514
bgus,1,43961.49583
Aneh uda update..disuruh update lg..šŸ¤¦,-1,43961.49583
Ok,1,43961.49722
Good,1,43961.49931
smart,1,43961.50139
Mantap,1,43961.50278
Sang membantu,1,43961.50833
Mantap,1,43961.50972
Mantap,1,43961.5125
Bagus,1,43961.51319
Mantap. terima kasih kami sudah terbantu.,1,43961.51458
Siap 86,1,43961.51528
Sangat berguna,1,43961.51806
Baik,1,43961.52083
Update terus  šŸ˜?,-1,43961.52083
Sangat membantu dan memudahkan,1,43961.52153
Okk,1,43961.52431
Bagus bngt deh pokonya,1,43961.52569
BangkeeešŸ?´,-1,43961.52847
thx,1,43961.52986
Sangat membantu,1,43961.53125
Saya tidak bisa daftar dan di bilang pada aplikasi saya sudah terdaftar  padahal saya baru download dan belum pernah login atau daftar,-1,43961.53194
Mantap,1,43961.53264
Terlalu sering minta di update. Merepotkan sekali.....,-1,43961.53681
Gak bisa2 dibuka gimana sih ini aplikasinya... udah direset masuk ke email buat reset to tetep password salah gimana tau,-1,43961.53889
Oke,1,43961.54097
Sangat membantu,1,43961.54097
Okelah,1,43961.54167
Sangat membantu,1,43961.54444
OK,1,43961.54653
mantap,1,43961.54653
Bagus ditingkatkan lagi pelayanannya,1,43961.54792
Bagus,1,43961.55069
Sangat membantu,1,43961.55139
Bpjs mmg ok...šŸ‘¨,1,43961.55139
Mantap,1,43961.55903
Sangat membantu,1,43961.56042
Belum saya coba,1,43961.5625
aplikasinya ngeselin setiap buka untuk cek premi selalu minta di update terus padahal sudah di update....capek ngeupdate terus.,-1,43961.56319
Bagus,1,43961.56597
"Setelah di update, malah tidak bisa masuk aplikasi, captcha tidak mau tampil, reason yang keluar ""transaksi belum dapat di proses"".. Kecewa.. Setiap buka aplikasi, pasti minta update dan maksa updatenya, kita butuh aplikasi ini, tolong perbaiki aplikasinya, Setiap buka aplikasi, pasti harus update terlebih dahulu, baru bisa di akses.. Kecewa.. Tidak ada perbaikan, ini aplikasi dari pemerintah untuk rakyat, revolusi aplikasi..",-1,43961.56667
Sering eror,1,43961.56736
Bikin aplikasi biasa aja tidak bisa..,-1,43961.56944
Nice,1,43961.57014
Good job,1,43961.57014
Bagus,1,43961.57083
Bermanfaat,1,43961.57083
Nice,1,43961.57361
Ok,1,43961.57431
Bagus sangat membntu,1,43961.57569
"Qu daftar jugaa tidak bisa"" ,alesannya masalah sambungan internet, orang sinyal full kok ,",-1,43961.57708
Terus kasih pelayanan yang terbaik.yang sudah baik dipertahankan,1,43961.57917
Daftar aja gagal mulu  payah kalau ada bintang nya setengah ya bakal saya kasih setengah  kurang dari 1,-1,43961.57986
hancok bangsat asu. aplikasi taek . asline niat nggWe aplikasi gak. bukaen  cobaen aplikasimu disek sakdurunge di publish cuk.,-1,43961.58056
Jkn sangat membantu,1,43961.58056
Pelayanannya sangat baik,1,43961.58194
aplikasi bolot,-1,43961.58403
"Aplikasi rusak, mau daftar udah 3 hari di coba masih aja tidak bisa šŸ’© ""TRANSAKSI GAGAL, COBALAH BEBERAPA SAAT LAGI"" šŸ’©šŸ’©šŸ’©šŸ’©šŸ’©šŸ’©",-1,43961.58403
saya capek nga bisa.masukan paspordnya dah dimasukin padahalndah dapat.nonya diimail.pas masuk bilngya belom terdaftar saya baru bayar td nambya ada tapi kok nga bisa ya.rolong pencerahanya butuh bangat,1,43961.58542
šŸ‘¨,1,43961.58681
Auahhh..gelap,-1,43961.58958
LEMOTTTTTTTTTT LEMOTTTTTTTTT LEMOTTTTTTTT LEMOTTTTTTTT pakai BANGET,-1,43961.59028
mantap,1,43961.59167
Gak bisa login Aplikasi abal2,-1,43961.59306
Semakin diupdate semakin jelek bukan semakin bagus. Sudah beberapa hari ini tidak bisa diakses. Maaf saya kasih bintang 1 dulu. Premi makin naik pelayan gitu gitu aja !!,-1,43961.59653
Josss,1,43961.59653
Dear untuk IT JKN mobile  jika memang tidak bisa menyelesaikan masalah aplikasi ini lebih baik di hapus saja. Masalahnya mau pindah faskes saja tidak bisa krna aplikasinya malah keluar sendiri  yang bisa dri aplikasi ini hanya cek kartu digital saja. telepon call center suruh pakai aplikasi jkn mobile tapi aplikasinya juga tidak bisa di gunakan,-1,43961.59861
Sangat membantušŸ˜¨ cara daftarnya nomer hp harus ada PULSA jadi lancar jaya buka aplikasi jkn nya tapi pulsa tetap amanšŸ˜ terima kasih dengan adanya aplikasi jkn ini semua berjalan lancaarrrr,1,43961.59861
Sangat bermanfaat dan membantu sekali  sukses selalu,1,43961.6
Di update malah tidak bisa ke buka.. Kalau belum siap versi baru  jugan dulu di upadate kang admin...,-1,43961.60139
Lambat update,-1,43961.60278
Mantap,1,43961.60694
mudah dipahami,1,43961.60833
Suka,1,43961.61111
Dengan menjadi peserta JKN menjadikan momen sakit jadi lebih menyenangkan,1,43961.61181
update terus,-1,43961.61181
Dapat membantu cek semua data keluarga kartu indonesia sehat sekeluarga,1,43961.6125
Tolong perbaiki aplikasi sangat sangat lemot dan sangat lelet bintang 1 cukup karena sangat lemot dan sangat lelet,-1,43961.61389
Bagus,1,43961.61597
Bagus banget,1,43961.61597
Uda bagus,1,43961.62431
bagusšŸ‘¨,1,43961.62639
setelah di update malah tidak bisa kebukak  besok2 pas perlu seperti gini tidak bisa di buka bukanya merugikan saya sebagai pengguna dong?? tolong perbaiki aplikasinya bos  bukannya tambah bagus malah tiap bukak muter2 tidak jelas,-1,43961.62778
Xxx,1,43961.62917
Yng namanya pelayanan publik di indonesia kebanyakan birokrasi.,-1,43961.62986
Pelayanannya sangat profesional...,1,43961.63333
eror terus .. cepet dibenerin lah rugi anggaran besar tpi pelayanan tidak memadai,-1,43961.63403
belajar bikin aplikasi sm orang yang sudah mahir bos ..,-1,43961.63542
good,1,43961.63611
Sangat berguna sekali,1,43961.63958
Jangan minta di upgrade mulu woy,1,43961.64028
Loding jkn lemot,-1,43961.64167
Ancurr,-1,43961.64375
Gajelas minta ganti email aja dilempar2 cs payah hadehhhhh menguras emosiii!!! Gaguna difb diemail gajelassss!!!!,-1,43961.64514
Mantap,1,43961.64722
Menyebalkan,-1,43961.64792
Mantap,1,43961.64931
Sangatlah penting,1,43961.64931
mantap aplikasi ini sangat membantu saya .,1,43961.65139
Terlalu sering update ,-1,43961.65278
Ini aplikasi kenapa tidak bisa dipakai ya? Lagi2 katanya transaksi gagal. Padahal koneksi internet lagi lancar2 aja. Sekalinya bisa  captcha nya tidak muncul.,-1,43961.65417
Abis diupgrade app nya malah gini  mau nambah anggota baru tidak bisa2.. daftar lewat wa katanya harus lwt mobile jkn tapi kalau app nya aja eror terus gini gmn coba?,-1,43961.65625
Sangat membantu sih  cuma kurang puas karena sering eror nya aplikasi ( long connected ),1,43961.65694
"Mudah dan cepet tidak harus ngantri""di",1,43961.65972
Sangat kecewa Aplikasi Pemerintah sekeren ini...mau server nya down mulu huuhh,-1,43961.66528
Ok,1,43961.66944
Baik,1,43961.67569
Bikin ribet  masuknya lemot. Makin kesini makin bikin darah tinggi,-1,43961.67778
Top,1,43961.67986
top,1,43961.68056
App jelek. Update mulu,-1,43961.68056
Okk,1,43961.68194
Luar biasa,1,43961.69306
Hebat,1,43961.70764
Good,1,43961.71319
Pelayanan OK,1,43961.725
Bavus,1,43961.72639
Mudah,1,43961.73125
Update terus setiap buka minta diupdate.tp tetep aj tidak ada yang berubah.,-1,43961.73333
Kenapa setiap kali udah login  mau ngeliat profil  lihat data peserta  lihat kartu dan yang lain nya selalu keluar sendiri dari aplikasi   ini aplikasi begini amat,-1,43961.73958
Memuaskan,1,43961.75
Bagus,1,43961.75417
Mantabbb šŸ‘¨šŸ‘¨šŸ‘¨,1,43961.76111
Alhmdllah..,1,43961.76944
Aplikasi bermanfaat  bisa cek riwayat kesehatan,1,43961.79236
Sangat membantu,1,43961.80556
Mobile jkn mantap.,1,43961.81944
Good,1,43961.82431
Saya kasih ?­?­?­?­?­,1,43961.82431
Membantu sekali,1,43961.825
Update aja terus gak jelas malah susah di akses ,-1,43961.83542
So Far So Good,1,43961.84514
Ok,1,43961.85208
šŸ™¸,1,43961.86528
Aplikasi ini mempermudah kita untuk mengetahui JKN,1,43961.86597
Update terus tiap app dibuka.. padahal mah cuma bentar,-1,43961.88056
Update terus ya,1,43961.88611
Ok,1,43961.90486
šŸ‘¨šŸ‘¨šŸ‘¨šŸ‘¨šŸ‘¨,1,43961.90833
Siip,1,43961.91597
Sangat membantu dan tidak perlu antri di kantor BPJS,1,43961.91875
šŸ‘¨šŸ™¸,1,43961.91875
Jaringannya loading nya lambat  buat pasien lama nunggu,-1,43961.92083
Sangat bermanpaat mobile jkn buat saya apa saja tentang jkn kis / bpjs bisa,1,43961.92153
Layar kurang lebar,1,43961.92292
Sangat bermanfaat,1,43961.92708
Susah di akses  selalu coba beberapa saat lagi  tolong diperbaiki,-1,43961.93681
super,1,43961.93958
Update teroosss,-1,43961.94097
Aku mau daftar Bpjs. Baru mau mulai. Sudah input nomor ktp tulis Captcha katanya transakso tidak dapat di proses silahkan coba lagi. Aku udah coba berkali?² bahkan dijeda 1 jam. Aku coba lagi tetap tidak bisa. Tolong pencerahannya!!!!,-1,43961.94444
Kok aplikasi selalu muncul aplikasi belum dapat diakses ? Sudah di update tetap tidak bisa diakses....jaringan stabil....aplikasi minta update melulu tapi tidak ada perbaikan.....aplikasi tidak dapat diakses..,-1,43961.94444
Bgs,1,43961.94583
Bagus,1,43961.95972
Baik,1,43961.96319
Mantap,1,43961.96319
Sangat mempermudah saya untuk menggunakan kartu dan sangat membantu sekali,1,43961.96806
Bagus,1,43961.97083
Lumayan baik,1,43961.98333
Makin baik,1,43961.98681
Good,1,43961.98681
Sangat membantu,1,43961.99236
Sangat membantu šŸ?°,1,43961.99861
Tiap buka pasti minta update klw lagi buru buru ribet nih,-1,43992
mantap,1,43992.00347
Kenapapa tidak bisa di buka setelah di ubdet .,-1,43992.00556
Bagus dan cepat,1,43992.00625
Bagus,1,43992.00903
Oke,1,43992.01181
Bagus,1,43992.01389
Mantap,1,43992.01528
Sangattt bagus,1,43992.01875
Kurang puas dg pelayanannya,-1,43992.02014
Terlalu sering diupdate...,-1,43992.02083
Good,1,43992.02222
Suka banget,1,43992.02431
šŸ‘¨,1,43992.02778
Setiap baru buka aplikasi selalu minta update.. kalau di update bikin informasinya jelas gapapa ini mah sama aja..tolong lebih efisien lagi,-1,43992.02917
Terbaik,1,43992.03056
Supper,1,43992.03264
Sangat membantu,1,43992.03333
Terima kasih sudah membantu,1,43992.03542
Sesuai aplikasi,1,43992.03819
Ok,1,43992.03889
segala hal ttng bpjs ada disini ! jadi sangat memudahkan,1,43992.03958
Good,1,43992.04097
Sangat membantu...,1,43992.04167
baik,1,43992.04444
Masa iya tiap bulan mesti updatešŸ˜¤,-1,43992.04583
Mantap,1,43992.04722
Update terus.. merepotkan,-1,43992.04792
Sangat bagus,1,43992.04861
Sangat bagus,1,43992.05
Ok,1,43992.05625
Baru saja di update lgsg tidak bisa login..,-1,43992.06111
saya mau coba tapi susah di download aplikasi nya,-1,43992.06319
Aplikasi nya parah jelek masa buka aplikasinya aja tidak bisa  ratingnya aja udah 3 6 semoga aja makin turun ini rating aplikasi ampe 0 1,-1,43992.06389
Sangat membantu,1,43992.06597
šŸ‘¨,1,43992.06667
Good,1,43992.06806
Memank ad denda kh bpjs yang lambat di bayar,1,43992.06875
ok,1,43992.07361
Aplikasi tidak mendukung dan membantu,-1,43992.07639
Sangat membantu,1,43992.07778
Sangat terbantu oleh bpjs. terima kasih bpjs.,1,43992.07847
Sangat baik,1,43992.07847
Semoga semakin baik lgi,1,43992.07847
Ok,1,43992.07986
sangat membantu,1,43992.08125
"Minta perbaharui aplikasi, setelah di perbaharui malah makin ""ANCUR"" tidak bisa login, padahal sudah ada akun,,,, Terpaksa pakai aplikasi ini karena butuh .. Update sistem terus setiap mau buka aplikasi inišŸ˜¸",-1,43992.08125
